162.159.49.235,4,4,0.00,160.54,13.21,LAX
104.21.220.78,4,4,0.00,160.10,13.19,LAX
172.64.35.164,4,4,0.00,160.00,12.89,LAX
104.27.116.50,4,4,0.00,157.82,12.84,LAX
172.67.161.134,4,4,0.00,156.69,12.84,LAX
104.21.198.28,4,4,0.00,159.26,12.81,LAX
172.64.146.194,4,4,0.00,158.44,12.78,LAX
172.67.247.142,4,4,0.00,157.50,12.58,LAX
104.27.82.164,4,4,0.00,158.06,12.20,LAX
172.66.154.88,4,4,0.00,159.28,11.94,LAX
